Aasta;Majanduskategooria;Omand;Meetrik;Enamuspuuliik;Kaitsepõhjus;Meetriku väärtus
2009;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;91...100;1,2
2010;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;91...100;1,0
2011;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;91...100;1,2
2012;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;91...100;1,3
2013;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;91...100;0,8
2014;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;91...100;0,8
2015;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;91...100;1,5
2016;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;91...100;1,2
2017;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;91...100;2,3
2018;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;91...100;2,2
2019;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;91...100;2,3
2020;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;91...100;2,5
2021;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;91...100;2,8
2022;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;91...100;1,9
2023;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;91...100;2,0
2024;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;91...100;2,0
1999;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;81...90;
2000;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;81...90;
2001;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;81...90;1,1
2002;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;81...90;0,8
2003;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;81...90;1,3
2004;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;81...90;1,7
2005;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;81...90;2,1
2006;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;81...90;1,9
2007;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;81...90;2,3
2008;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;81...90;2,1
2009;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;81...90;1,9
2010;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;81...90;2,5
2011;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;81...90;2,3
